"Mass.Feature","FinalBMIS","Orig_RSD","FinalRSD","runDate","type","SampID","replicate","Area.with.QC","MIS","Adjusted.Area","Run.Cmpd"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS10C2DCM","B",7372266,"L-Isoleucine, 15N",4842857.63915553,"180821_Smp_MS10C2DCM_B N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS10C2DCM","C",6262598,"L-Isoleucine, 15N",4775410.90213918,"180821_Smp_MS10C2DCM_C N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS11C215m","A",185007584,"L-Isoleucine, 15N",231437901.385265,"180821_Smp_MS11C215m_A N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS11C215m","B",124632448,"L-Isoleucine, 15N",176727493.276412,"180821_Smp_MS11C215m_B N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS11C215m","C",145300016,"L-Isoleucine, 15N",175495604.701089,"180821_Smp_MS11C215m_C N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS11C2175m","A",2793076,"L-Isoleucine, 15N",2677017.10804467,"180821_Smp_MS11C2175m_A N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS11C2175m","B",3290353,"L-Isoleucine, 15N",4268064.38043381,"180821_Smp_MS11C2175m_B N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS11C2175m","C",2593220,"L-Isoleucine, 15N",2735911.81166397,"180821_Smp_MS11C2175m_C N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS11C2DCM","A",5443066,"L-Isoleucine, 15N",5622242.31260346,"180821_Smp_MS11C2DCM_A N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS11C2DCM","B",6383306,"L-Isoleucine, 15N",12457796.3502135,"180821_Smp_MS11C2DCM_B N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS11C2DCM","C",6365776,"L-Isoleucine, 15N",4836594.95614543,"180821_Smp_MS11C2DCM_C N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS12C115m","A",40239912,"L-Isoleucine, 15N",27759856.9134938,"180821_Smp_MS12C115m_A N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS12C115m","B",44562228,"L-Isoleucine, 15N",26810976.5882074,"180821_Smp_MS12C115m_B N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS12C115m","C",43850872,"L-Isoleucine, 15N",43241655.4153627,"180821_Smp_MS12C115m_C N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS12C1175m","A",2956676,"L-Isoleucine, 15N",4549667.22762375,"180821_Smp_MS12C1175m_A N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS12C1175m","B",4987044,"L-Isoleucine, 15N",3553975.25840625,"180821_Smp_MS12C1175m_B N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS12C1175m","C",3591527,"L-Isoleucine, 15N",4156608.75094799,"180821_Smp_MS12C1175m_C N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS12C1DCM","A",4700996,"L-Isoleucine, 15N",7561826.86942775,"180821_Smp_MS12C1DCM_A N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS12C1DCM","B",4795211,"L-Isoleucine, 15N",4791968.70493366,"180821_Smp_MS12C1DCM_B N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS12C1DCM","C",3620047,"L-Isoleucine, 15N",3860364.20973995,"180821_Smp_MS12C1DCM_C N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS13C2175m","A",3292642,"L-Isoleucine, 15N",4828345.81348188,"180821_Smp_MS13C2175m_A N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS13C2175m","B",3752025,"L-Isoleucine, 15N",4742768.64997825,"180821_Smp_MS13C2175m_B N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS13C2175m","C",15803884,"L-Isoleucine, 15N",17458698.8001617,"180821_Smp_MS13C2175m_C N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS13C2DCM","A",10299145,"L-Isoleucine, 15N",14188913.154411,"180821_Smp_MS13C2DCM_A N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS13C2DCM","B",3039238,"L-Isoleucine, 15N",3529083.7828656,"180821_Smp_MS13C2DCM_B N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS13C2DCM","C",3836682,"L-Isoleucine, 15N",4978316.03669923,"180821_Smp_MS13C2DCM_C N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS13C315m","A",203369552,"L-Isoleucine, 15N",209231280.342649,"180821_Smp_MS13C315m_A N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS13C315m","B",154264976,"L-Isoleucine, 15N",237718767.251854,"180821_Smp_MS13C315m_B N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS13C315m","C",194773424,"L-Isoleucine, 15N",193350108.865559,"180821_Smp_MS13C315m_C N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS14C215m","A",383936512,"L-Isoleucine, 15N",227442941.965881,"180821_Smp_MS14C215m_A N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS14C215m","B",271283776,"L-Isoleucine, 15N",289099930.511472,"180821_Smp_MS14C215m_B N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS14C215m","C",220632736,"L-Isoleucine, 15N",279717844.504245,"180821_Smp_MS14C215m_C N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS14C2175m","A",3942635,"L-Isoleucine, 15N",4902841.22037493,"180821_Smp_MS14C2175m_A N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS14C2175m","B",6507618,"L-Isoleucine, 15N",4804216.73765674,"180821_Smp_MS14C2175m_B N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS14C2175m","C",3641592,"L-Isoleucine, 15N",5921372.42089362,"180821_Smp_MS14C2175m_C N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS14C2DCM","A",3336034,"L-Isoleucine, 15N",5328474.47658602,"180821_Smp_MS14C2DCM_A N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS14C2DCM","B",6670715,"L-Isoleucine, 15N",3944518.73758931,"180821_Smp_MS14C2DCM_B N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS14C2DCM","C",8254078,"L-Isoleucine, 15N",5804021.09009214,"180821_Smp_MS14C2DCM_C N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS4C115m","A",4795222,"L-Isoleucine, 15N",5843317.43751767,"180821_Smp_MS4C115m_A N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS4C115m","B",12678510,"L-Isoleucine, 15N",9252196.95428387,"180821_Smp_MS4C115m_B N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS4C115m","C",7230266,"L-Isoleucine, 15N",4359922.69829732,"180821_Smp_MS4C115m_C N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS4C1175m","A",3259202,"L-Isoleucine, 15N",5128005.72794782,"180821_Smp_MS4C1175m_A N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS4C1175m","B",4280046,"L-Isoleucine, 15N",5288014.26319884,"180821_Smp_MS4C1175m_B N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS4C1175m","C",3151128,"L-Isoleucine, 15N",3231554.82024708,"180821_Smp_MS4C1175m_C N(e)-Acetyl-Lysine"
"N(e)-Acetyl-Lysine","L-Isoleucine, 15N",0.223605726123993,0.122813864859482,"180821","Smp","MS4C1DCM","A",6998104,"L-Isoleucine, 15N",8738509.65086839,"180821_Smp_MS4C1DCM_A N(e)-Acetyl-Lysine"
